,Unnamed: 0,YEAR,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM),TOTAL SCHOOLS (PREP),TOTAL STUDENTS (PRESTD),TOTAL  TEACHERS: MALE  (PMTCH),TOTAL  TEACHERS: FEMALE  (PFTCH),BLIND (BLC1),LOW VISION (LVC1),HEARING IMPAIRMENT (HEC1),SPEECH IMPAIRMENT (SPC1),LOCOMOTOR IMPAIRMENT (LOC1),MENTAL RETARDATION (MEC1),LEARNING DISABILITY (LEC1),CEREBRAL PALSY (CPC1),AUTISM (AUC1),MULTIPLE (MUC1)
134,134,2015-16,UTTAR PRADESH,MUZAFFARNAGAR,4138605.0,16.8,886.0,70.11,60.0,79.11,4008.0,114,12570,4151,3339,147,160,277,145,553,442,74,21,1,77
135,135,2015-16,UTTAR PRADESH,BIJNOR,3683896.0,17.64,913.0,70.43,61.45,78.7,4561.0,247,15385,5769,5019,82,311,1014,622,631,1338,1489,46,11,132
136,136,2015-16,UTTAR PRADESH,MORADABAD,4773138.0,25.25,903.0,58.67,49.63,66.83,3718.0,26,2382,6697,5730,135,492,451,478,1070,1222,213,50,11,558
137,137,2015-16,UTTAR PRADESH,RAMPUR,2335398.0,21.4,905.0,55.08,46.19,63.1,2367.0,88,3017,2618,1942,334,261,431,268,495,673,91,36,34,107
138,138,2015-16,UTTAR PRADESH,JYOTIBA PHULE NAGAR,1838771.0,22.66,907.0,65.7,53.77,76.53,2249.0,305,16201,4210,2636,35,227,262,195,341,705,225,27,25,43
139,139,2015-16,UTTAR PRADESH,MEERUT,3447405.0,15.01,885.0,74.8,65.69,82.91,2559.0,25,0,3882,5056,332,343,437,387,688,524,447,299,287,462
140,140,2015-16,UTTAR PRADESH,BAGHPAT,1302156.0,11.87,858.0,73.54,61.22,84.17,1321.0,1,1,1864,471,35,104,150,57,27,489,104,0,2,0
141,141,2015-16,UTTAR PRADESH,GHAZIABAD,4661452.0,41.66,878.0,85.0,81.42,88.16,1179.0,27,4607,2014,3895,28,323,127,236,255,662,357,11,5,5
142,142,2015-16,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1674714.0,39.32,852.0,82.2,72.78,90.23,1282.0,175,15773,2996,3256,23,126,138,241,282,279,663,63,12,38
143,143,2015-16,UTTAR PRADESH,BULANDSHAHR,3498507.0,20.09,892.0,70.23,56.6,82.52,4512.0,227,15808,5631,2850,13,434,227,424,558,433,359,5,6,172
144,144,2015-16,UTTAR PRADESH,ALIGARH,3673849.0,22.78,876.0,69.61,57.48,80.24,3650.0,429,41557,7276,3584,248,250,343,195,762,482,55,75,5,133
145,145,2015-16,UTTAR PRADESH,HATHRAS,1565678.0,17.19,870.0,73.1,60.79,83.83,1840.0,97,6266,3169,1358,37,115,213,161,391,321,40,32,7,80
146,146,2015-16,UTTAR PRADESH,MATHURA,2541894.0,22.53,858.0,72.65,58.93,84.39,3340.0,145,7255,4906,1543,239,255,406,394,397,500,263,17,20,91
147,147,2015-16,UTTAR PRADESH,AGRA,4380793.0,21.0,859.0,69.44,59.16,78.32,4041.0,86,5759,5160,3558,68,399,510,319,863,836,356,71,6,90
148,148,2015-16,UTTAR PRADESH,FIROZABAD,2496761.0,21.62,867.0,74.6,64.8,83.08,2407.0,181,2882,4076,1837,85,278,321,349,596,782,693,99,51,176
149,149,2015-16,UTTAR PRADESH,ETAH,1761152.0,12.77,863.0,73.27,61.72,83.21,2431.0,267,5665,5822,2216,29,82,128,90,552,185,489,13,12,38
150,150,2015-16,UTTAR PRADESH,MAINPURI,1847194.0,15.69,876.0,78.26,68.35,86.93,2760.0,134,15777,6325,2724,42,132,283,155,461,680,169,18,2,98
151,151,2015-16,UTTAR PRADESH,BUDAUN,3712738.0,20.96,859.0,52.91,41.76,62.39,5168.0,99,11161,3458,1862,149,554,619,429,1013,1142,166,29,9,191
152,152,2015-16,UTTAR PRADESH,BAREILLY,4465344.0,23.4,883.0,60.52,50.35,69.47,4120.0,45,4560,5924,3921,74,294,391,259,613,656,106,12,6,133
153,153,2015-16,UTTAR PRADESH,PILIBHIT,2037225.0,23.83,889.0,63.58,52.43,73.46,3686.0,4,1667,1691,599,154,210,778,1258,438,146,75,35,19,3
154,154,2015-16,UTTAR PRADESH,SHAHJAHANPUR,3002376.0,17.84,865.0,61.61,51.73,70.09,4388.0,309,10970,3501,1512,197,453,765,1129,1161,1110,406,36,8,59
155,155,2015-16,UTTAR PRADESH,KHERI,4013634.0,25.14,887.0,62.71,52.62,71.58,7680.0,211,15987,4236,2222,566,967,1146,999,1570,1773,987,61,13,262
156,156,2015-16,UTTAR PRADESH,SITAPUR,4474446.0,23.62,879.0,63.38,52.8,72.61,5743.0,333,17413,4888,2143,173,690,1018,612,5487,964,264,148,55,115
157,157,2015-16,UTTAR PRADESH,HARDOI,4091380.0,20.39,856.0,68.89,59.17,77.2,5986.0,391,39505,5965,2468,79,212,474,154,467,326,52,6,2,81
158,158,2015-16,UTTAR PRADESH,UNNAO,3110595.0,15.19,901.0,68.29,58.54,77.06,4558.0,375,51426,4679,2334,31,212,407,522,494,621,1104,72,8,54
159,159,2015-16,UTTAR PRADESH,LUCKNOW,4588455.0,25.79,906.0,79.33,73.88,84.27,2528.0,231,7865,5733,3718,159,458,341,415,682,851,1110,97,40,156
160,160,2015-16,UTTAR PRADESH,RAE BARELI,3404004.0,18.51,941.0,69.04,58.06,79.39,4609.0,258,17809,2961,1182,90,251,381,238,464,539,142,13,14,78
161,161,2015-16,UTTAR PRADESH,FARRUKHABAD,1887577.0,20.2,874.0,70.57,60.51,79.34,2181.0,199,17940,3431,1435,272,313,404,550,562,548,457,157,118,163
162,162,2015-16,UTTAR PRADESH,KANNAUJ,1658005.0,19.37,879.0,74.01,64.46,82.36,2093.0,152,15487,3603,1229,131,233,272,388,380,552,305,52,28,89
163,163,2015-16,UTTAR PRADESH,ETAWAH,1579160.0,17.95,867.0,79.99,71.16,87.64,2311.0,300,6883,4383,1944,69,294,324,460,439,766,1473,40,27,98
164,164,2015-16,UTTAR PRADESH,AURAIYA,1372287.0,16.3,864.0,80.25,71.97,87.37,2016.0,31,157,3345,1139,19,213,303,508,870,468,391,6,5,203
165,165,2015-16,UTTAR PRADESH,KANPUR DEHAT,1795092.0,14.82,862.0,77.52,68.48,85.27,3021.0,167,7261,2957,975,87,171,304,337,401,583,1311,58,23,95
166,166,2015-16,UTTAR PRADESH,KANPUR NAGAR,4572951.0,9.72,852.0,81.31,76.89,85.07,3155.0,160,7814,5325,5763,136,310,345,359,360,634,1530,203,68,110
167,167,2015-16,UTTAR PRADESH,JALAUN,1670718.0,14.87,865.0,75.16,63.88,84.89,4565.0,108,8944,3527,1046,24,56,140,73,234,114,22,3,5,28
168,168,2015-16,UTTAR PRADESH,JHANSI,2000755.0,14.66,885.0,76.37,64.88,86.58,5024.0,172,19421,3598,3640,57,112,265,81,304,195,31,4,4,81
169,169,2015-16,UTTAR PRADESH,LALITPUR,1218002.0,24.57,905.0,64.95,52.26,76.41,5039.0,27,2117,1700,1355,36,149,222,75,241,168,35,6,6,29
170,170,2015-16,UTTAR PRADESH,HAMIRPUR (U,1104021.0,5.78,860.0,70.16,57.19,81.27,4021.0,27,1444,3161,936,16,76,147,60,176,147,47,0,0,28
171,171,2015-16,UTTAR PRADESH,MAHOBA,876055.0,23.66,880.0,66.94,54.65,77.72,3144.0,4,244,1108,312,60,197,361,254,540,945,1611,34,2,110
172,172,2015-16,UTTAR PRADESH,BANDA,1799541.0,17.06,863.0,68.11,54.95,79.38,4408.0,146,6627,2061,496,113,351,433,406,597,759,401,22,11,75
173,173,2015-16,UTTAR PRADESH,CHITRAKOOT,990626.0,29.29,879.0,66.52,54.03,77.42,3216.0,136,8449,1659,332,146,147,324,114,522,462,263,24,8,75
174,174,2015-16,UTTAR PRADESH,FATEHPUR,2632684.0,14.05,900.0,68.78,57.76,78.69,4152.0,375,25662,5423,2185,120,397,524,402,720,930,248,11,8,89
175,175,2015-16,UTTAR PRADESH,PRATAPGARH,3173752.0,16.2,994.0,73.1,60.99,85.29,3717.0,146,9688,5677,1369,104,506,599,756,1026,1500,1288,131,65,159
176,176,2015-16,UTTAR PRADESH,KAUSHAMBI,1596909.0,23.49,905.0,63.69,50.76,75.35,1779.0,64,3131,2096,513,209,775,691,670,1112,1117,1067,108,8,68
177,177,2015-16,UTTAR PRADESH,ALLAHABAD,5959798.0,20.74,902.0,74.41,62.67,85.0,5482.0,87,4469,9750,4245,497,1115,1575,792,1858,2321,723,128,48,258
178,178,2015-16,UTTAR PRADESH,BARABANKI,3257983.0,21.86,908.0,63.76,54.1,72.49,4402.0,280,21919,3426,1758,213,418,877,316,1445,1151,261,29,6,221
179,179,2015-16,UTTAR PRADESH,FAIZABAD,2468371.0,18.16,961.0,70.63,60.72,80.21,2341.0,119,14712,5926,3325,108,294,439,369,590,1027,611,46,24,89
180,180,2015-16,UTTAR PRADESH,AMBEDKAR NAGAR,2398709.0,18.35,976.0,74.37,64.62,83.95,2350.0,89,2450,4895,2334,115,227,396,243,585,595,176,78,42,66
181,181,2015-16,UTTAR PRADESH,Sultanpur,3790922.0,17.92,978.0,71.14,60.17,81.99,4436.0,39,4502,4057,1589,144,716,612,1003,1233,2933,562,69,49,193
182,182,2015-16,UTTAR PRADESH,BAHRAICH,3478257.0,46.08,891.0,51.1,40.76,60.23,5237.0,163,12368,2806,1201,106,175,365,340,455,629,538,29,6,42
183,183,2015-16,UTTAR PRADESH,SHRAWASTI,1114615.0,-5.25,875.0,49.13,37.07,59.55,1640.0,116,5071,1415,272,72,215,325,263,455,468,83,38,10,39
184,184,2015-16,UTTAR PRADESH,BALRAMPUR (U,2149066.0,27.74,922.0,51.76,40.92,61.66,3349.0,79,4518,1296,273,151,142,192,70,120,193,50,8,2,13
185,185,2015-16,UTTAR PRADESH,GONDA,3431386.0,24.07,922.0,61.16,49.13,72.23,4003.0,324,18673,6896,2743,118,359,628,680,1102,1691,1100,124,30,291
186,186,2015-16,UTTAR PRADESH,SIDDHARTHNAGAR,2553526.0,25.17,970.0,61.81,49.61,73.79,2895.0,60,1101,2351,415,405,464,1005,817,1834,1906,358,53,7,19
187,187,2015-16,UTTAR PRADESH,BASTI,2461056.0,18.05,959.0,69.69,58.35,80.65,2688.0,52,2090,3440,978,237,457,712,956,1005,1347,703,56,16,123
188,188,2015-16,UTTAR PRADESH,SANT KABIR NAGAR,1714300.0,20.71,969.0,69.01,56.99,80.72,1646.0,58,1850,1992,396,121,107,292,421,399,452,381,53,14,97
189,189,2015-16,UTTAR PRADESH,MAHARAJGANJ,2665292.0,22.61,938.0,64.3,50.14,77.62,2952.0,80,4587,2792,471,57,258,1025,1271,1309,976,398,47,12,54
190,190,2015-16,UTTAR PRADESH,GORAKHPUR,4436275.0,17.69,944.0,73.25,61.54,84.38,3321.0,466,37317,5705,2487,341,425,795,433,598,760,871,48,62,173
191,191,2015-16,UTTAR PRADESH,KUSHINAGAR,3560830.0,23.08,955.0,67.66,54.74,80.1,2905.0,285,22362,5822,1378,322,486,960,752,1140,1200,676,73,35,78
192,192,2015-16,UTTAR PRADESH,DEORIA,3098637.0,14.23,1013.0,73.53,61.34,86.07,2540.0,229,21054,7075,2103,405,276,639,537,1071,1116,331,122,68,225
193,193,2015-16,UTTAR PRADESH,AZAMGARH,4616509.0,17.17,1017.0,72.69,62.65,83.08,4054.0,218,14192,7012,2665,177,424,590,524,905,1468,333,45,19,146
194,194,2015-16,UTTAR PRADESH,MAU,2205170.0,18.94,978.0,75.16,65.59,84.61,1713.0,122,3924,2550,849,34,114,490,686,717,415,106,4,0,27
195,195,2015-16,UTTAR PRADESH,BALLIA,3223642.0,16.73,933.0,73.82,61.72,85.19,2981.0,281,21800,5166,1482,331,513,1150,589,442,594,600,55,26,52
196,196,2015-16,UTTAR PRADESH,JAUNPUR,4476072.0,14.43,1018.0,73.66,61.7,86.06,4038.0,609,43357,8578,2913,179,281,552,292,643,734,206,40,4,112
197,197,2015-16,UTTAR PRADESH,GHAZIPUR,3622727.0,19.26,951.0,74.27,62.29,85.77,3377.0,234,23881,9508,3054,228,920,895,702,1647,2145,189,68,11,282
198,198,2015-16,UTTAR PRADESH,CHANDAULI,1952713.0,18.83,913.0,73.86,63.07,83.58,2541.0,88,7010,2713,1111,67,223,235,156,374,665,823,26,9,42
199,199,2015-16,UTTAR PRADESH,VARANASI,3682194.0,17.32,909.0,77.05,68.2,85.12,1535.0,16,1655,6486,4223,310,545,500,190,525,621,183,48,13,106
200,200,2015-16,UTTAR PRADESH,SAMBHAL (BHIM NAGAR),,,,,,,0.0,55,5633,3284,2028,208,425,627,319,993,1021,374,7,4,88
201,201,2015-16,UTTAR PRADESH,MIRZAPUR,2494533.0,17.89,900.0,70.38,58.77,80.83,4405.0,79,6432,3730,2076,98,377,414,394,633,791,858,48,14,140
202,202,2015-16,UTTAR PRADESH,SONBHADRA,1862612.0,27.27,913.0,66.18,54.11,77.19,6905.0,22,805,2496,1250,37,145,248,95,312,196,29,1,2,62
203,203,2015-16,UTTAR PRADESH,BHADOI,1554203.0,14.81,950.0,71.1,57.79,83.87,1015.0,85,7499,2678,1191,32,221,163,108,262,199,78,4,3,29
204,204,2015-16,UTTAR PRADESH,KANSHIRAM NAGAR,1438156.0,17.05,879.0,62.3,50.2,72.91,1955.0,69,6757,3343,1145,18,123,216,73,428,281,123,11,1,100
205,205,2015-16,UTTAR PRADESH,AMETHI - CSM NAGAR,,,,,,,0.0,49,3545,2335,941,46,153,293,251,402,533,233,43,37,185
206,206,2015-16,UTTAR PRADESH,SHAMLI (PRABUDH NAGAR),,,,,,,0.0,11,530,2215,1117,177,84,142,119,150,134,92,56,35,33
207,207,2015-16,UTTAR PRADESH,HAPUR (PANCHSHEEL NAGAR),,,,,,,0.0,14,3275,1412,950,0,134,567,310,86,773,696,28,1,6
208,208,2015-16,BIHAR,PASHCHIM CHAMPARAN,3922780.0,28.89,906.0,58.06,46.79,68.16,5228.0,285,34452,198,154,264,640,661,927,1770,1325,177,134,292,348
209,209,2015-16,BIHAR,PURBA CHAMPARAN,5082868.0,29.01,901.0,58.26,47.36,68.02,3968.0,169,9151,251,75,354,906,683,1013,1961,983,108,85,52,261
210,210,2015-16,BIHAR,SHEOHAR,656916.0,27.32,890.0,56.0,47.25,63.72,349.0,40,3507,0,0,95,209,237,388,524,295,40,20,11,84
211,211,2015-16,BIHAR,SITAMARHI,3419622.0,27.47,899.0,53.53,43.4,62.56,2294.0,154,11674,58,36,171,550,378,700,1596,743,160,18,22,205
212,212,2015-16,BIHAR,MADHUBANI,4476044.0,25.19,925.0,60.9,48.3,72.53,3501.0,134,12317,301,174,212,620,429,910,1874,1143,209,69,9,192
213,213,2015-16,BIHAR,SUPAUL,2228397.0,28.62,925.0,59.65,46.63,71.65,2425.0,133,11124,21,9,250,772,854,1072,1841,1255,305,149,60,282
214,214,2015-16,BIHAR,ARARIA,2806200.0,30.0,921.0,55.1,45.18,64.15,2830.0,227,26055,48,16,244,595,406,707,1546,727,120,33,28,259
215,215,2015-16,BIHAR,KISHANGANJ,1690948.0,30.44,946.0,57.04,47.98,65.56,1884.0,65,6853,104,40,152,280,209,410,816,459,34,22,11,208
216,216,2015-16,BIHAR,PURNIA,3273127.0,28.66,930.0,52.49,43.19,61.09,3229.0,193,18910,409,204,305,680,905,1000,1945,1455,532,201,75,577
217,217,2015-16,BIHAR,KATIHAR,3068149.0,28.23,916.0,53.56,45.37,60.99,3057.0,157,12471,13,6,257,655,512,787,1865,1165,321,60,22,302
218,218,2015-16,BIHAR,MADHEPURA,1994618.0,30.65,914.0,53.78,42.75,63.82,1788.0,130,10560,52,15,215,879,971,1135,2143,959,95,161,42,365
219,219,2015-16,BIHAR,SAHARSA,1897102.0,25.79,906.0,54.57,42.73,65.22,1687.0,167,14004,279,112,278,441,356,620,1123,1277,2115,54,56,158
220,220,2015-16,BIHAR,DARBHANGA,3921971.0,19.0,910.0,58.26,46.88,68.58,2279.0,215,19604,723,381,153,514,527,814,1838,1178,321,52,28,154
221,221,2015-16,BIHAR,MUZAFFARPUR,4778610.0,27.54,898.0,65.68,56.82,73.61,3172.0,75,9259,666,412,126,897,1060,787,2320,1833,253,219,14,430
222,222,2015-16,BIHAR,GOPALGANJ,2558037.0,18.83,1015.0,67.04,56.03,78.38,2033.0,199,26740,138,46,205,534,584,624,1404,1018,130,161,38,116
223,223,2015-16,BIHAR,SIWAN,3318176.0,22.25,984.0,71.59,60.35,82.77,2219.0,506,35644,69,31,265,1016,895,908,1881,1918,202,174,32,341
224,224,2015-16,BIHAR,SARAN,3943098.0,21.37,949.0,68.57,56.89,79.71,2641.0,224,27286,31,36,281,672,554,766,1672,1614,927,54,141,198
225,225,2015-16,BIHAR,VAISHALI,3495249.0,28.58,892.0,68.56,59.1,77.0,2036.0,106,10549,357,128,182,570,316,706,1241,978,185,36,17,244
226,226,2015-16,BIHAR,SAMASTIPUR,4254782.0,25.33,909.0,63.81,53.52,73.09,2904.0,171,21373,217,116,328,1121,632,1112,2630,1415,331,50,59,308
227,227,2015-16,BIHAR,BEGUSARAI,2954367.0,25.75,894.0,66.23,57.1,74.36,1918.0,217,2618,274,151,167,592,1133,746,1508,815,311,21,13,112
228,228,2015-16,BIHAR,KHAGARIA,1657599.0,29.46,883.0,60.87,52.16,68.51,1486.0,51,3481,52,22,149,517,252,554,1353,686,67,35,3,130
229,229,2015-16,BIHAR,BHAGALPUR,3032226.0,25.13,879.0,64.96,56.49,72.3,2569.0,180,13286,250,124,252,606,474,613,1452,916,122,73,10,153
230,230,2015-16,BIHAR,BANKA,2029339.0,26.14,907.0,60.12,49.4,69.76,3020.0,143,4019,349,157,306,673,878,567,1493,1116,72,179,22,267
231,231,2015-16,BIHAR,MUNGER,1359054.0,19.45,879.0,73.3,65.53,80.06,1419.0,171,5673,341,263,91,282,227,480,857,965,485,52,47,96
232,232,2015-16,BIHAR,LAKHISARAI,1000717.0,24.74,900.0,64.95,54.89,73.98,1228.0,109,7918,131,70,73,147,188,205,431,246,17,7,25,40
233,233,2015-16,BIHAR,SHEIKHPURA,634927.0,20.82,926.0,65.96,54.93,76.14,689.0,32,3551,15,12,51,363,274,320,794,493,34,47,12,183
234,234,2015-16,BIHAR,NALANDA,2872523.0,21.18,921.0,66.41,54.76,77.11,2355.0,368,33867,1119,671,231,486,286,748,1460,1060,100,26,25,203
235,235,2015-16,BIHAR,PATNA,5772804.0,22.34,892.0,72.47,63.72,80.28,3202.0,473,50808,343,315,242,645,579,1091,1713,1437,673,134,65,279
236,236,2015-16,BIHAR,BHOJPUR,2720155.0,21.27,900.0,72.79,60.2,84.08,2395.0,174,21138,313,235,205,630,521,520,1205,1117,138,73,25,151
237,237,2015-16,BIHAR,BUXAR,1707643.0,21.77,922.0,71.77,59.84,82.78,1703.0,96,7246,66,24,130,435,324,296,854,731,67,44,10,140
238,238,2015-16,BIHAR,KAIMUR (BHABUA),1626900.0,27.54,919.0,71.01,59.56,81.49,3332.0,84,4736,38,23,102,569,461,391,1278,1136,345,98,31,219
239,239,2015-16,BIHAR,ROHTAS,2962593.0,20.22,914.0,75.59,64.95,85.29,3881.0,405,39635,91,69,180,849,584,692,1748,1450,239,68,13,287
240,240,2015-16,BIHAR,JEHANABAD,1124176.0,21.34,918.0,68.27,56.24,79.3,931.0,77,7685,127,60,82,192,197,959,1460,1468,1116,44,14,142
241,241,2015-16,BIHAR,AURANGABAD (BIHAR),2511243.0,24.75,916.0,72.77,62.05,82.52,3305.0,228,24455,88,46,186,698,699,928,1543,1267,810,147,108,279
242,242,2015-16,BIHAR,GAYA,4379383.0,26.08,932.0,66.35,55.9,76.02,4976.0,147,12867,94,41,267,627,674,958,2114,1807,788,138,65,343
243,243,2015-16,BIHAR,NAWADA,2216653.0,22.49,936.0,61.63,51.09,71.4,2494.0,182,15966,71,28,109,511,400,613,1448,868,434,109,27,252
244,244,2015-16,BIHAR,JAMUI,1756078.0,25.54,921.0,62.16,49.44,73.77,3098.0,117,12968,34,11,89,366,284,606,791,650,114,24,7,123
245,245,2015-16,BIHAR,ARWAL,699563.0,19.01,927.0,69.54,56.85,81.27,638.0,58,5141,8,4,54,216,212,174,475,373,153,23,6,71
246,246,2015-16,SIKKIM,NORTH SIKKIM,43354.0,5.66,769.0,77.39,69.92,83.03,4226.0,94,1033,50,138,0,39,5,13,14,10,0,1,0,13
247,247,2015-16,SIKKIM,WEST SIKKIM,136299.0,10.58,941.0,78.69,72.12,84.86,1166.0,308,4510,400,664,0,63,22,63,36,43,0,7,2,50
248,248,2015-16,SIKKIM,SOUTH SIKKIM,146742.0,11.57,914.0,82.06,76.57,87.06,750.0,311,4197,290,615,22,48,17,41,29,57,0,9,2,21
249,249,2015-16,SIKKIM,EAST SIKKIM,281293.0,14.79,872.0,84.67,79.41,89.22,954.0,315,7714,547,1462,2,66,22,68,56,45,3,6,2,14
250,250,2015-16,ARUNACHAL PRADESH,TAWANG,49950.0,28.33,701.0,60.61,48.75,68.54,2172.0,121,1738,89,89,0,123,45,16,26,18,18,0,4,6
251,251,2015-16,ARUNACHAL PRADESH,WEST KAMENG,87013.0,16.64,755.0,69.4,60.8,75.66,7422.0,61,3028,172,288,0,93,55,21,29,7,1,0,1,8
252,252,2015-16,ARUNACHAL PRADESH,EAST KAMENG,78413.0,37.14,1012.0,62.48,54.18,70.95,4134.0,50,1514,120,152,0,112,197,72,68,1,2,0,0,63
253,253,2015-16,ARUNACHAL PRADESH,PAPUM PARE,176385.0,44.57,950.0,82.14,76.65,87.33,3462.0,79,3867,526,746,19,200,241,75,25,0,143,0,0,0
254,254,2015-16,ARUNACHAL PRADESH,LOWER SUBANSIRI,82839.0,48.65,975.0,76.33,70.1,82.4,3508.0,65,2308,264,223,15,107,54,22,11,7,167,5,18,20
255,255,2015-16,ARUNACHAL PRADESH,UPPER SUBANSIRI,83205.0,50.34,982.0,63.96,60.51,67.36,7032.0,62,1817,162,175,23,94,70,49,21,4,68,0,3,57
256,256,2015-16,ARUNACHAL PRADESH,WEST SIANG,112272.0,8.04,916.0,67.62,60.76,73.89,8325.0,52,2816,285,315,0,54,34,22,20,15,0,3,1,8
257,257,2015-16,ARUNACHAL PRADESH,EAST SIANG,99019.0,13.3,962.0,73.54,67.9,78.94,3603.0,68,2084,156,196,1,64,148,48,36,37,53,2,0,31
258,258,2015-16,ARUNACHAL PRADESH,UPPER SIANG,35289.0,5.77,891.0,59.94,55.22,64.09,6590.0,34,1290,93,86,0,27,32,29,15,8,7,5,0,0
259,259,2015-16,ARUNACHAL PRADESH,DIBANG VALLEY,7948.0,9.3,808.0,64.8,59.1,69.39,9129.0,7,124,2,13,0,17,21,2,3,1,4,5,0,1
260,260,2015-16,ARUNACHAL PRADESH,LOHIT,145538.0,16.44,901.0,69.88,61.62,77.25,5212.0,44,1530,51,155,0,33,9,10,11,2,16,1,0,7
261,261,2015-16,ARUNACHAL PRADESH,CHANGLANG,147951.0,17.96,914.0,61.9,52.08,70.8,4662.0,87,2693,194,194,0,93,65,24,53,25,12,5,0,29
262,262,2015-16,ARUNACHAL PRADESH,TIRAP,111997.0,11.63,931.0,52.23,41.83,61.87,2362.0,43,1142,123,139,0,66,78,20,26,32,22,4,1,34
263,263,2015-16,ARUNACHAL PRADESH,KURUNG KUMEY,89717.0,111.01,1029.0,50.67,44.31,57.28,6040.0,32,727,57,39,0,40,85,18,13,2,23,0,0,0
264,264,2015-16,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,53986.0,7.01,919.0,70.38,63.56,76.62,3900.0,24,1673,110,136,0,24,11,4,18,3,0,2,0,2
265,265,2015-16,ARUNACHAL PRADESH,Anjaw,21089.0,13.77,805.0,59.4,46.39,69.54,6190.0,31,544,16,1,0,56,48,15,7,2,3,0,0,5
266,266,2015-16,ARUNACHAL PRADESH,LONGDING,,,,,,,,22,1264,63,76,15,94,85,17,47,17,11,2,0,8
267,267,2015-16,ARUNACHAL PRADESH,NAMSAI,,,,,,,,55,2150,135,183,1,13,8,13,14,18,0,0,0,6
268,268,2015-16,ARUNACHAL PRADESH,KRA DADI,,,,,,,,20,369,47,33,0,32,80,20,18,2,42,2,0,0
269,269,2015-16,ARUNACHAL PRADESH,SIANG,,,,,,,,43,947,82,65,0,30,44,9,10,12,49,0,0,2
