,Unnamed: 0,YEAR,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM),TOTAL SCHOOLS (PREP),TOTAL STUDENTS (PRESTD),TOTAL  TEACHERS: MALE  (PMTCH),TOTAL  TEACHERS: FEMALE  (PFTCH),BLIND (BLC1),LOW VISION (LVC1),HEARING IMPAIRMENT (HEC1),SPEECH IMPAIRMENT (SPC1),LOCOMOTOR IMPAIRMENT (LOC1),MENTAL RETARDATION (MEC1),LEARNING DISABILITY (LEC1),CEREBRAL PALSY (CPC1),AUTISM (AUC1),MULTIPLE (MUC1)
270,270,2015-16,NAGALAND,MON,250671.0,-3.83,898.0,56.6,52.39,60.38,1786.0,260,12910,435,516,0,63,55,15,44,11,116,2,1,1
271,271,2015-16,NAGALAND,TUENSANG,196801.0,5.81,930.0,73.7,70.4,76.76,2536.0,222,10038,303,348,0,97,24,9,12,3,24,0,1,1
272,272,2015-16,NAGALAND,MOKOKCHUNG,193171.0,-16.77,927.0,92.68,91.74,93.55,1615.0,245,5066,349,553,0,259,48,49,22,6,208,0,1,7
273,273,2015-16,NAGALAND,ZUNHEBOTO,141014.0,-8.79,981.0,86.26,83.61,88.86,1255.0,270,3885,353,345,0,136,29,23,21,25,110,3,6,42
274,274,2015-16,NAGALAND,WOKHA,166239.0,3.11,969.0,87.6,84.58,90.53,1628.0,184,4365,267,340,0,258,188,85,47,26,122,27,9,44
275,275,2015-16,NAGALAND,DIMAPUR,379769.0,23.23,916.0,85.44,82.54,88.07,927.0,456,28521,1301,2257,21,127,98,51,56,38,74,7,6,17
276,276,2015-16,NAGALAND,KOHIMA,270063.0,22.66,927.0,85.58,81.56,89.28,1463.0,261,9639,702,1487,1,132,48,42,77,21,212,15,5,16
277,277,2015-16,NAGALAND,PHEK,163294.0,10.19,951.0,79.13,73.5,84.53,2026.0,200,6780,312,241,0,91,31,21,16,9,190,0,3,5
278,278,2015-16,NAGALAND,LONGLENG,74033.0,-30.54,961.0,71.1,65.44,75.6,562.0,87,2869,160,118,0,117,80,22,17,0,143,0,1,17
279,279,2015-16,NAGALAND,KIPHIRE,50593.0,-58.39,903.0,73.1,70.35,76.54,1130.0,112,5233,136,132,0,6,2,1,6,0,59,0,0,0
280,280,2015-16,NAGALAND,PEREN,94954.0,4.61,917.0,79.0,73.57,83.96,1651.0,149,5710,199,254,0,46,26,16,9,6,61,0,2,2
281,281,2015-16,MANIPUR,SENAPATI,354972.0,25.16,939.0,75.0,68.8,80.85,3271.0,218,7592,1170,825,31,107,180,56,99,206,0,223,6,138
282,282,2015-16,MANIPUR,TAMENGLONG,140143.0,25.69,953.0,70.4,63.76,76.74,4391.0,110,3539,343,240,32,93,124,84,101,114,0,23,7,52
283,283,2015-16,MANIPUR,CHURACHANDPUR,271274.0,19.03,969.0,84.29,80.13,88.34,4570.0,129,7690,984,921,27,225,191,113,139,187,0,22,3,35
284,284,2015-16,MANIPUR,BISHNUPUR,240363.0,15.36,1000.0,76.35,67.29,85.52,496.0,114,6893,969,764,5,98,79,82,132,163,0,47,6,51
285,285,2015-16,MANIPUR,THOUBAL,420517.0,15.48,1006.0,76.66,67.57,85.9,514.0,225,12120,1573,886,33,201,181,120,149,485,0,175,2,96
286,286,2015-16,MANIPUR,IMPHAL WEST,514683.0,15.82,1029.0,86.7,80.71,92.93,519.0,151,12588,1354,2021,61,54,168,41,145,549,0,34,3,104
287,287,2015-16,MANIPUR,IMPHAL EAST,452661.0,14.63,1011.0,82.81,75.92,89.86,709.0,238,10803,1538,2171,4,208,111,172,145,283,0,43,5,50
288,288,2015-16,MANIPUR,UKHRUL,183115.0,30.07,948.0,81.87,77.47,86.05,4544.0,72,3341,659,538,46,195,108,54,225,117,0,34,2,49
289,289,2015-16,MANIPUR,CHANDEL,144028.0,21.72,932.0,70.85,63.26,77.93,3313.0,40,1209,515,364,54,68,88,33,154,104,0,66,1,49
290,290,2015-16,MIZORAM,MAMIT,85757.0,36.59,924.0,85.96,81.37,90.15,3025.0,34,1363,236,267,0,276,85,30,52,161,2,9,0,72
291,291,2015-16,MIZORAM,KOLASIB,83054.0,25.92,956.0,94.54,93.53,95.5,1382.0,44,2228,233,333,12,124,66,38,41,150,2,13,0,87
292,292,2015-16,MIZORAM,AIZAWL,404054.0,24.07,1009.0,98.5,98.0,99.01,3576.0,288,14714,867,1597,31,682,177,136,80,569,32,33,1,191
293,293,2015-16,MIZORAM,CHAMPHAI,125370.0,15.66,981.0,93.51,92.2,94.8,3185.0,113,4952,400,443,0,474,125,65,52,170,0,8,0,51
294,294,2015-16,MIZORAM,SERCHHIP,64875.0,20.45,976.0,98.76,98.28,99.24,1421.0,47,2193,235,252,0,286,38,14,25,94,0,1,0,10
295,295,2015-16,MIZORAM,LUNGLEI,154094.0,12.29,944.0,89.4,85.85,92.74,4536.0,102,3932,546,526,39,322,232,71,110,354,14,21,10,74
296,296,2015-16,MIZORAM,LAWNGTLAI,117444.0,59.53,945.0,66.41,57.62,74.68,2557.0,160,5107,340,226,5,239,116,80,69,110,1,5,0,39
297,297,2015-16,MIZORAM,SAIHA,56366.0,-7.68,978.0,88.41,85.8,91.0,1399.0,129,4045,113,136,0,196,121,47,46,96,0,7,0,41
298,298,2015-16,TRIPURA,WEST TRIPURA,1724619.0,12.5,964.0,88.91,84.76,92.91,2993.0,73,9546,1080,1171,88,61,78,98,206,114,20,9,6,52
299,299,2015-16,TRIPURA,SOUTH TRIPURA,875144.0,14.03,957.0,85.41,79.64,90.94,3057.0,21,1560,233,128,8,26,19,70,105,26,0,3,3,28
300,300,2015-16,TRIPURA,DHALAI,377988.0,22.78,945.0,86.82,80.83,92.45,2400.0,38,2186,245,183,13,80,37,97,141,74,8,3,1,65
301,301,2015-16,TRIPURA,NORTH TRIPURA,693281.0,17.32,967.0,88.29,84.69,91.77,2036.0,47,3137,292,316,20,79,54,88,191,78,6,19,2,52
302,302,2015-16,TRIPURA,SEPAHIJALA,,,,,,,0.0,41,3688,431,212,11,33,24,89,100,40,9,4,1,59
303,303,2015-16,TRIPURA,KHOWAI,,,,,,,0.0,16,1175,225,115,8,28,7,64,72,21,7,4,5,40
304,304,2015-16,TRIPURA,GOMATI,,,,,,,0.0,48,2668,383,291,10,29,23,53,87,51,0,1,1,36
305,305,2015-16,TRIPURA,UNAKOTI,,,,,,,0.0,30,2323,204,187,15,55,67,52,151,69,3,11,10,77
306,306,2015-16,MEGHALAYA,WEST GARO HILLS,642923.0,24.02,979.0,68.38,63.34,73.31,3677.0,1178,30066,1835,1585,30,77,126,90,103,110,193,36,11,32
307,307,2015-16,MEGHALAYA,EAST GARO HILLS,317618.0,26.75,968.0,75.51,71.32,79.56,2603.0,504,13385,416,340,20,75,161,30,279,84,42,6,0,20
308,308,2015-16,MEGHALAYA,SOUTH GARO HILLS,142574.0,41.19,944.0,72.39,67.72,76.77,1887.0,550,10991,445,338,35,59,109,74,179,93,9,51,2,44
309,309,2015-16,MEGHALAYA,WEST KHASI HILLS,385601.0,30.25,981.0,79.3,78.3,80.29,5247.0,1110,27248,1192,1337,10,109,110,88,138,110,45,15,4,33
310,310,2015-16,MEGHALAYA,RI BHOI,258380.0,34.02,951.0,77.22,75.85,78.52,2448.0,607,19320,649,1077,50,324,215,76,126,96,90,12,1,56
311,311,2015-16,MEGHALAYA,EAST KHASI HILLS,824059.0,24.68,1008.0,84.7,84.15,85.26,2748.0,1568,57739,1620,4815,39,259,213,94,146,227,150,32,22,57
312,312,2015-16,MEGHALAYA,JAINTIA HILLS,392852.0,31.34,1008.0,63.26,66.71,59.75,3819.0,798,27667,385,1070,34,99,93,66,96,82,23,15,0,22
313,313,2015-16,MEGHALAYA,NORTH GARO HILLS,,,,,,,,454,10360,516,353,3,12,38,27,74,30,29,6,0,18
314,314,2015-16,MEGHALAYA,EAST JAINTIA HILLS,,,,,,,,483,15262,201,368,16,41,25,25,32,8,30,1,1,6
315,315,2015-16,MEGHALAYA,SOUTH WEST KHASI HILLS,,,,,,,,469,8035,652,577,1,53,51,40,59,37,8,2,3,13
316,316,2015-16,MEGHALAYA,SOUTH WEST GARO HILLS,,,,,,,,243,4791,570,380,12,26,14,59,56,46,41,17,0,11
317,317,2015-16,ASSAM,KOKRAJHAR,886999.0,5.19,958.0,66.63,59.54,73.44,3296.0,2095,29173,1259,882,27,319,376,387,382,309,98,69,11,103
318,318,2015-16,ASSAM,DHUBRI,1948632.0,24.4,952.0,59.36,54.26,64.2,2176.0,2021,45239,4291,1690,29,1189,1198,772,1258,816,305,197,8,333
319,319,2015-16,ASSAM,GOALPARA,1008959.0,22.74,962.0,68.67,64.53,72.67,1824.0,1369,11737,1777,930,45,490,512,492,424,538,349,72,6,136
320,320,2015-16,ASSAM,BONGAIGAON,732639.0,19.58,961.0,70.44,65.18,75.48,1093.0,951,17537,1095,646,20,771,367,380,333,245,268,53,7,118
321,321,2015-16,ASSAM,BARPETA,1693190.0,21.4,951.0,65.03,59.04,70.72,2282.0,2161,43513,3529,1956,33,1027,715,825,674,594,435,189,14,210
322,322,2015-16,ASSAM,KAMRUP-RURAL,1517202.0,15.67,946.0,72.81,67.69,77.64,3105.0,2074,32921,2349,1275,23,537,371,438,384,386,170,167,8,123
323,323,2015-16,ASSAM,NALBARI,769919.0,11.74,945.0,79.89,73.85,85.58,1052.0,828,9982,941,562,38,544,375,379,325,284,235,206,27,105
324,324,2015-16,ASSAM,DARRANG,908090.0,19.51,923.0,64.55,60.4,68.36,1585.0,931,17019,1182,741,31,443,511,561,277,236,207,50,27,106
325,325,2015-16,ASSAM,MORIGAON,957853.0,23.39,974.0,69.37,64.99,73.66,1551.0,889,15768,1259,849,39,681,678,359,354,281,213,149,16,72
326,326,2015-16,ASSAM,NAGAON,2826006.0,22.09,962.0,73.78,69.21,78.19,3973.0,2607,52569,2595,1697,107,1179,1066,904,1251,680,229,402,19,170
327,327,2015-16,ASSAM,SONITPUR,1925975.0,15.67,946.0,69.96,62.53,76.98,5204.0,2188,31019,1382,788,52,736,647,649,543,482,337,188,13,150
328,328,2015-16,ASSAM,LAKHIMPUR,1040644.0,17.06,965.0,78.39,71.91,84.66,2277.0,1369,17428,2419,1356,55,471,499,535,625,533,311,240,30,128
329,329,2015-16,ASSAM,DHEMAJI,688077.0,20.3,949.0,69.07,62.13,75.66,3237.0,1308,17987,1945,839,21,274,334,392,340,225,172,128,8,42
330,330,2015-16,ASSAM,TINSUKIA,1316948.0,14.51,948.0,70.92,63.54,77.89,3790.0,1239,23775,1309,1880,27,381,285,289,357,204,257,95,11,107
331,331,2015-16,ASSAM,DIBRUGARH,1327748.0,12.04,952.0,76.22,69.52,82.59,3381.0,899,14664,1123,1737,55,349,240,218,270,285,184,149,5,63
332,332,2015-16,ASSAM,SIBSAGAR,1150253.0,9.37,951.0,81.36,75.69,86.75,2668.0,2114,29770,1043,1620,26,477,257,406,395,299,307,175,11,79
333,333,2015-16,ASSAM,JORHAT,1091295.0,9.21,956.0,83.42,78.22,88.38,2851.0,2019,20610,1168,1274,84,387,339,259,425,469,124,316,15,105
334,334,2015-16,ASSAM,GOLAGHAT,1058674.0,11.88,961.0,78.31,72.18,84.2,3502.0,1304,20089,1268,1345,39,350,274,240,354,283,128,133,5,106
335,335,2015-16,ASSAM,KARBI ANGLONG,965280.0,18.69,956.0,73.52,64.62,82.12,10434.0,1522,36753,1756,1714,3,308,372,451,403,143,88,70,1,194
336,336,2015-16,ASSAM,DIMA HASAO,213529.0,13.53,931.0,78.99,72.15,85.34,4888.0,751,10268,286,381,9,439,714,283,192,106,351,67,33,127
337,337,2015-16,ASSAM,CACHAR,1736319.0,20.17,958.0,80.36,74.62,85.85,3786.0,1501,26317,1613,1839,39,900,633,688,859,456,298,172,26,281
338,338,2015-16,ASSAM,KARIMGANJ,1217002.0,20.74,961.0,79.72,73.49,85.7,1809.0,1540,23499,1485,736,56,504,600,515,486,354,223,112,14,151
339,339,2015-16,ASSAM,HAILAKANDI,659260.0,21.44,946.0,75.26,68.54,81.61,1327.0,1779,16212,1900,775,56,250,290,212,374,122,56,63,14,134
340,340,2015-16,ASSAM,BAKSA,953773.0,11.17,967.0,70.53,62.23,78.55,2457.0,1492,18594,904,408,14,383,311,416,344,247,309,138,13,144
341,341,2015-16,ASSAM,CHIRANG,481818.0,11.26,969.0,64.71,57.87,71.35,1923.0,945,16607,654,498,14,250,269,249,158,158,95,24,2,73
342,342,2015-16,ASSAM,UDALGURI,832769.0,9.76,966.0,66.6,59.17,73.79,2012.0,1165,18988,601,380,20,604,340,357,281,263,131,50,33,269
343,343,2015-16,ASSAM,KAMRUP-METRO,1260419.0,18.95,922.0,88.66,85.82,91.26,955.0,680,18805,1177,2764,101,206,335,73,116,163,19,25,6,30
344,344,2015-16,WEST BENGAL,DARJILING,1842034.0,14.47,971.0,79.92,73.74,85.94,3149.0,1004,9643,699,1127,47,275,92,135,70,36,182,12,11,33
345,345,2015-16,WEST BENGAL,JALPAIGURI,3869675.0,13.77,954.0,73.79,66.65,80.61,6227.0,2189,49540,1157,1986,206,477,344,558,625,465,186,138,28,216
346,346,2015-16,WEST BENGAL,KOCH BIHAR,2822780.0,13.86,942.0,75.49,69.08,81.52,3387.0,2822,52873,45,77,212,364,536,725,653,654,192,143,67,616
347,347,2015-16,WEST BENGAL,UTTAR DINAJPUR,3000849.0,22.9,936.0,60.13,53.15,66.65,3140.0,2287,54650,1489,932,109,547,524,534,926,707,120,403,71,490
348,348,2015-16,WEST BENGAL,DAKSHIN DINAJPUR,1670931.0,11.16,954.0,73.86,67.81,79.63,2219.0,1873,27943,811,357,34,156,322,97,412,492,34,248,4,182
349,349,2015-16,WEST BENGAL,MALDAH,3997970.0,21.5,939.0,62.71,57.84,67.27,3733.0,3459,111915,4964,3648,267,1599,946,1217,1815,1629,631,329,139,1109
350,350,2015-16,WEST BENGAL,MURSHIDABAD,7102430.0,21.07,957.0,67.53,63.88,71.02,5324.0,5420,170207,3152,2443,609,1788,1685,1361,3791,3753,430,723,259,1174
351,351,2015-16,WEST BENGAL,BIRBHUM,3502387.0,16.15,956.0,70.9,64.07,77.42,4545.0,3302,67723,526,604,230,819,812,836,1198,1188,315,336,104,796
352,352,2015-16,WEST BENGAL,BARDDHAMAN,7723663.0,12.01,943.0,77.15,70.47,83.44,7024.0,5540,118058,1913,2816,298,1927,2310,1533,5607,4280,304,1388,96,931
353,353,2015-16,WEST BENGAL,NADIA,5168488.0,12.24,947.0,75.58,71.35,79.58,3927.0,3618,93804,1645,2990,303,829,756,805,1479,1667,699,393,127,815
354,354,2015-16,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,10082852.0,12.86,949.0,84.95,81.05,88.66,4094.0,4981,113300,2196,2829,268,1147,1360,1104,1938,3378,408,793,110,1070
355,355,2015-16,WEST BENGAL,HUGLI,5520389.0,9.49,958.0,82.55,76.95,87.93,3149.0,3516,69389,744,1096,241,474,823,457,1030,2801,309,536,97,524
356,356,2015-16,WEST BENGAL,BANKURA,3596292.0,12.64,954.0,70.95,60.44,81.0,6882.0,4234,67380,1019,1215,244,1028,1130,670,1354,2264,399,652,48,520
357,357,2015-16,WEST BENGAL,PURULIYA,2927965.0,15.43,955.0,65.38,51.29,78.85,6259.0,3646,55825,979,359,333,1231,859,876,1113,980,346,157,54,696
358,358,2015-16,WEST BENGAL,HAORA,4841638.0,13.31,935.0,83.85,79.73,87.69,1467.0,2871,84679,1246,3826,164,452,493,476,798,1482,292,586,83,462
359,359,2015-16,WEST BENGAL,KOLKATA,4486679.0,-1.88,899.0,87.14,84.98,89.08,185.0,1652,53685,1742,8527,192,435,884,437,350,1945,1181,369,309,328
360,360,2015-16,WEST BENGAL,SOUTH  TWENTY FOUR PARGANAS,8153176.0,18.05,949.0,78.57,72.09,84.72,9960.0,5914,151098,2709,5802,331,1747,1681,1690,2584,2958,818,741,186,1191
361,361,2015-16,WEST BENGAL,PURBA MEDINIPUR,5094238.0,15.32,936.0,87.66,81.81,93.14,4713.0,5388,105121,2736,3511,575,1723,932,2054,1605,1556,750,344,235,1188
362,362,2015-16,WEST BENGAL,PASCHIM MEDINIPUR,5943300.0,14.44,960.0,79.04,71.11,86.66,9368.0,7820,118450,2193,2898,289,1635,1653,1676,2010,2123,774,909,62,796
363,363,2015-16,WEST BENGAL,SILIGURI,509709.0,8.0,951.0,85.46,81.94,,0.0,872,30750,1238,2423,67,219,224,179,262,461,73,233,14,133
364,364,2015-16,WEST BENGAL,ALIPURDUAR,,,,,,,,1638,35934,1094,1500,78,462,240,338,401,262,204,52,17,234
365,365,2015-16,JHARKHAND,GARHWA,1322387.0,27.71,933.0,62.18,49.43,74.0,4093.0,63,5061,235,71,232,566,518,563,562,675,615,138,40,249
366,366,2015-16,JHARKHAND,PALAMU,1936319.0,25.94,929.0,65.5,53.87,76.27,4393.0,165,13023,436,164,70,1182,90,265,330,290,64,10,15,79
367,367,2015-16,JHARKHAND,CHATRA,1042304.0,28.98,951.0,62.14,51.91,71.85,3718.0,120,7266,121,44,108,323,299,396,728,622,344,193,50,273
368,368,2015-16,JHARKHAND,HAZARIBAG,1734005.0,25.75,946.0,70.48,59.25,81.15,3555.0,116,8376,625,401,69,374,263,464,595,651,221,69,18,219
369,369,2015-16,JHARKHAND,KODARMA,717169.0,32.59,949.0,68.35,54.77,81.25,2540.0,116,8290,187,80,29,285,143,263,405,347,51,55,19,159
370,370,2015-16,JHARKHAND,GIRIDIH,2445203.0,28.33,943.0,65.12,50.33,79.08,4962.0,192,15387,638,221,137,1571,561,802,826,750,205,227,24,256
371,371,2015-16,JHARKHAND,DEOGHAR,1491879.0,28.02,921.0,66.34,52.39,79.13,2477.0,148,10952,372,177,144,781,345,616,748,517,311,53,13,456
372,372,2015-16,JHARKHAND,GODDA,1311382.0,25.14,933.0,57.68,44.9,69.56,2266.0,54,3759,356,50,245,524,319,418,840,461,241,86,35,326
373,373,2015-16,JHARKHAND,SAHIBGANJ,1150038.0,23.96,948.0,53.73,44.31,62.65,2063.0,89,8326,387,84,47,714,286,355,461,345,134,22,25,84
374,374,2015-16,JHARKHAND,PAKAUR,899200.0,28.15,985.0,50.17,41.23,59.02,1811.0,79,6249,210,70,98,255,169,230,391,210,78,65,66,166
375,375,2015-16,JHARKHAND,DUMKA,1321096.0,19.39,974.0,62.54,49.6,75.17,3761.0,204,11790,323,227,223,502,318,415,986,362,208,149,38,246
376,376,2015-16,JHARKHAND,DHANBAD,2682662.0,11.91,908.0,75.71,64.7,85.68,2040.0,333,23412,1176,877,72,438,179,468,614,378,105,34,43,218
377,377,2015-16,JHARKHAND,BOKARO,2061918.0,15.99,916.0,73.48,61.46,84.5,2883.0,438,31059,1452,1206,102,516,204,585,536,538,367,78,29,278
378,378,2015-16,JHARKHAND,RANCHI,2912022.0,23.9,950.0,77.13,68.2,85.63,5097.0,645,55788,2178,3054,201,1466,802,1092,1612,834,1983,267,31,775
379,379,2015-16,JHARKHAND,LOHARDAGA,461738.0,26.67,985.0,68.29,57.86,78.62,1502.0,77,5448,104,218,27,345,144,89,328,290,3,22,1,265
380,380,2015-16,JHARKHAND,GUMLA,1025656.0,23.21,993.0,66.92,56.97,76.87,5360.0,164,10643,470,535,19,159,50,184,268,149,47,9,9,77
381,381,2015-16,JHARKHAND,PASHCHIMI SINGHBHUM,1501619.0,21.69,1004.0,59.54,47.01,72.18,7224.0,118,10976,410,463,91,1054,284,361,1370,274,399,50,10,234
382,382,2015-16,JHARKHAND,PURBI SINGHBHUM,2291032.0,15.53,949.0,76.13,67.33,84.51,3562.0,336,41185,1247,3328,71,1360,393,481,565,724,152,56,28,305
383,383,2015-16,JHARKHAND,JAMTARA,790207.0,21.0,959.0,63.73,50.08,76.85,1811.0,31,1859,209,72,46,283,53,250,306,167,50,4,4,128
384,384,2015-16,JHARKHAND,SARAIKELA-KHARSAWAN,1063458.0,25.28,958.0,68.85,56.19,81.01,2657.0,46,2620,334,329,47,1007,166,314,385,220,46,19,9,207
385,385,2015-16,JHARKHAND,SIMDEGA,599813.0,16.62,1000.0,67.59,59.38,75.84,3774.0,74,4655,543,531,30,232,127,164,194,130,49,2,6,109
386,386,2015-16,JHARKHAND,LATEHAR,725673.0,29.38,964.0,61.23,50.26,71.8,4291.0,92,5980,92,104,31,222,45,164,306,161,39,10,7,77
387,387,2015-16,JHARKHAND,KHUNTI,530299.0,21.96,994.0,64.51,53.71,75.33,2535.0,82,5326,277,354,37,845,358,208,402,249,153,30,14,115
388,388,2015-16,JHARKHAND,RAMGARH,949159.0,13.06,921.0,73.92,63.49,83.51,1341.0,182,11246,665,284,62,757,399,292,352,329,125,12,3,82
389,389,2015-16,ODISHA,BARGARH,,,,,65.84,84.28,5837.0,175,7637,1549,354,153,649,588,307,642,740,167,178,14,80
390,390,2015-16,ODISHA,JHARSUGUDA,,,,,70.05,86.27,2114.0,112,6221,550,566,39,100,124,69,160,323,631,41,20,37
391,391,2015-16,ODISHA,SAMBALPUR,,,,,68.47,85.17,6624.0,190,9034,991,988,79,590,247,117,395,594,26,106,4,41
392,392,2015-16,ODISHA,DEOGARH,312164.0,13.88,976.0,73.07,63.36,82.62,2940.0,34,1807,416,159,21,85,68,83,153,137,274,27,2,16
393,393,2015-16,ODISHA,SUNDERGARH,2080664.0,13.66,971.0,74.13,65.93,82.13,9712.0,314,17260,1342,2260,125,1005,507,383,778,907,141,173,8,62
394,394,2015-16,ODISHA,KEONJHAR,1802777.0,15.42,987.0,69.0,58.7,79.22,8303.0,277,13285,2561,1206,151,983,625,538,943,893,701,283,40,92
395,395,2015-16,ODISHA,MAYURBHANJ,2513895.0,13.06,1005.0,63.98,53.18,74.92,10418.0,428,12998,2725,1500,218,1197,972,896,1526,1640,494,106,27,184
396,396,2015-16,ODISHA,BALASORE,2317419.0,14.47,957.0,80.66,72.95,88.06,3806.0,330,13436,2761,935,296,1550,1483,1552,1110,1436,255,413,58,204
397,397,2015-16,ODISHA,BHADRAK,439917.0,17.82,991.0,72.51,60.44,89.92,2505.0,135,6071,1558,849,135,681,569,970,637,1207,197,206,27,139
398,398,2015-16,ODISHA,KENDRAPARA,1439891.0,10.59,1006.0,85.93,79.51,92.45,2644.0,240,9049,1615,1351,72,549,319,681,755,903,350,170,20,112
399,399,2015-16,ODISHA,JAGATSINGHPUR,1136604.0,7.47,967.0,87.13,80.88,93.2,1668.0,195,10898,1481,1455,31,432,207,364,427,791,0,269,8,29
400,400,2015-16,ODISHA,CUTTACK,2618708.0,11.86,955.0,84.2,77.64,90.51,3932.0,465,24436,1741,1699,166,840,576,515,952,1519,318,266,25,171
401,401,2015-16,ODISHA,JAJPUR,1826275.0,12.43,972.0,80.44,73.37,87.36,2899.0,228,12653,2481,1650,199,461,400,392,931,953,112,144,37,132
402,402,2015-16,ODISHA,DHENKANAL,1192948.0,11.82,947.0,79.41,71.4,87.08,4452.0,140,7090,1167,817,93,1064,351,325,540,1024,9,257,1,34
403,403,2015-16,ODISHA,ANGUL,1271703.0,11.55,942.0,78.96,70.44,87.06,6375.0,211,11035,1373,1011,209,1203,451,407,613,683,150,130,18,59
404,404,2015-16,ODISHA,NAYAGARH,962215.0,11.3,916.0,79.17,71.08,86.63,3890.0,129,6212,892,768,82,424,353,214,485,888,44,288,0,20
405,405,2015-16,ODISHA,KHORDHA,2246341.0,19.65,925.0,87.51,82.06,92.55,2813.0,414,28513,2288,3523,218,530,688,345,556,1445,130,339,18,171
406,406,2015-16,ODISHA,PURI,1697983.0,13.0,963.0,85.37,78.67,91.84,3479.0,211,10746,1725,1352,174,507,523,307,846,1328,128,320,20,105
407,407,2015-16,ODISHA,GANJAM,3520151.0,11.37,981.0,71.88,61.84,81.85,8206.0,425,23711,2543,2848,349,3854,906,678,1300,1957,20,389,20,242
408,408,2015-16,ODISHA,GAJAPATI,575880.0,10.99,1042.0,54.29,43.59,65.58,4325.0,162,5142,313,327,57,167,188,164,436,223,13,57,6,36
